order_id,order_date,order_month,order_quarter,order_year,customer_id,customer_name_initial,customer_age_group,customer_gender,customer_occupation,customer_segment,customer_since_year,city,state,pincode,tier,platform,device_type,traffic_source,category,subcategory,brand,product_id,product_name_code,unit_price_inr,quantity,discount_percent,discount_amount_inr,selling_price_inr,gst_percent,gst_amount_inr,total_amount_inr,payment_method,emi_months,wallet_name,shipping_method,shipping_cost_inr,delivery_days,order_status,return_flag,return_reason,refund_amount_inr,warehouse,seller_id,seller_rating,product_rating,review_count,wishlist_flag
ORD013561,2023-01-17,Jan,Q1,2023,CUST38541,M.N,55-64,F,Homemaker,New,2022,Lucknow,Rajasthan,373255,Tier 2,Snapdeal,App-Android,Referral,Beauty & Health,Makeup,Himalaya,PROD180838,HIM-MAK-867,9509.05,5,26,12361.76,35183.49,5,1759.17,36942.66,Buy Now Pay Later,0,,Overnight,0,5,Processing,0,,0,Kolkata WH,SEL6443,4.8,4.1,40,1
ORD013562,2023-08-18,Aug,Q3,2023,CUST91211,Z.K,45-54,F,Homemaker,New,2016,Chennai,Karnataka,546145,Tier 1,Myntra,Mobile,Referral,Books,Textbooks,Bloomsbury,PROD845757,BLO-TEX-994,37188.5,3,3,3346.97,108218.53,12,12986.22,121204.75,Buy Now Pay Later,0,,Standard,4.61,1,Delivered,0,,0,Kolkata WH,SEL4405,4.0,3.0,4018,1
ORD013563,2023-12-13,Dec,Q4,2023,CUST55888,H.I,55-64,M,Salaried,Regular,2018,Patna,Uttar Pradesh,169683,Tier 3,Amazon India,App-iOS,Paid Ad,Beauty & Health,Fragrances,Loreal,PROD456449,LOR-FRA-824,30934.42,4,5,6186.88,117550.8,18,21159.14,138709.94,EMI,12,,Express,46.2,8,Delivered,0,,0,Chennai WH,SEL2110,4.9,3.1,3434,0
ORD013564,2022-03-15,Mar,Q1,2022,CUST81462,L.A,18-24,F,Business Owner,Premium,2018,Mumbai,Karnataka,694772,Tier 1,Flipkart,Desktop,Influencer,Home & Kitchen,Lighting,Bajaj,PROD529815,BAJ-LIG-513,24373.35,4,13,12674.14,84819.26,5,4240.96,89060.22,UPI,0,,Standard,179.87,10,Delivered,0,,0,Hyderabad WH,SEL8987,3.9,4.7,1822,0
ORD013565,2022-02-03,Feb,Q1,2022,CUST16631,U.F,45-54,M,Business Owner,VIP,2023,Chennai,Maharashtra,273012,Tier 1,Nykaa,App-Android,Social Media,Sports,Swimming,Nivia,PROD376138,NIV-SWI-734,8350.1,4,16,5344.06,28056.34,12,3366.76,31423.1,Net Banking,0,,Express,50.07,3,Delivered,0,,0,Mumbai WH,SEL8797,4.9,4.7,2572,0
ORD013566,2022-02-26,Feb,Q1,2022,CUST24809,V.G,18-24,F,Homemaker,Inactive,2017,Patna,Gujarat,545216,Tier 3,JioMart,Tablet,Social Media,Home & Kitchen,Storage,Philips,PROD440526,PHI-STO-430,8964.54,5,30,13446.81,31375.89,18,5647.66,37023.55,Net Banking,0,,Overnight,0,3,Delivered,0,,0,Bangalore WH,SEL6581,4.3,4.2,2281,0
ORD013567,2022-01-28,Jan,Q1,2022,CUST68415,G.F,25-34,F,Homemaker,Regular,2022,Lucknow,Gujarat,397908,Tier 2,Ajio,App-Android,Direct,Grocery,Spices,Everest,PROD654738,EVE-SPI-744,23362.72,4,7,6541.56,86909.32,12,10429.12,97338.44,Wallet,0,Paytm,Express,5.63,1,Delivered,0,,0,Bangalore WH,SEL2471,4.0,2.6,4176,0
ORD013568,2022-11-02,Nov,Q4,2022,CUST15990,I.S,55-64,F,Self-Employed,Premium,2017,Lucknow,Telangana,356957,Tier 2,JioMart,App-Android,Influencer,Electronics,Smart Watches,Boat,PROD746802,BOA-SMA-358,14121.34,3,25,10591.0,31773.02,18,5719.14,37492.16,Net Banking,0,,Express,0,4,Delivered,0,,0,Hyderabad WH,SEL7319,4.6,4.1,2569,0
ORD013569,2022-11-28,Nov,Q4,2022,CUST93088,S.X,35-44,M,Self-Employed,New,2016,Gurugram,Uttar Pradesh,531793,Tier 2,Amazon India,App-Android,Referral,Electronics,Headphones,OnePlus,PROD205718,ONE-HEA-671,15740.77,3,11,5194.45,42027.86,18,7565.01,49592.87,UPI,0,,Same Day,70.88,5,Cancelled,0,,0,Mumbai WH,SEL4457,3.8,2.7,217,0
ORD013570,2022-06-22,Jun,Q2,2022,CUST70046,O.K,65+,M,Business Owner,VIP,2018,Nagpur,Kerala,619790,Tier 2,Meesho,App-Android,Influencer,Home & Kitchen,Decor,Pigeon,PROD446616,PIG-DEC-988,22843.33,3,11,7538.3,60991.69,28,17077.67,78069.36,UPI,0,,Free Shipping,175.02,1,Delivered,0,,0,Kolkata WH,SEL9484,3.3,2.6,2805,1
ORD013571,2022-05-26,May,Q2,2022,CUST61586,P.M,18-24,F,Self-Employed,Inactive,2015,Chennai,Haryana,362975,Tier 1,Ajio,Tablet,Direct,Home & Kitchen,Bedding,Hawkins,PROD136604,HAW-BED-811,89978.15,2,17,30592.57,149363.73,12,17923.65,167287.38,Net Banking,0,,Overnight,12.4,6,Delivered,0,,0,Hyderabad WH,SEL8989,3.9,3.5,4667,1
ORD013572,2023-03-23,Mar,Q1,2023,CUST98250,P.Q,25-34,M,Retired,VIP,2015,Chandigarh,Rajasthan,446201,Tier 2,Amazon India,Desktop,Organic Search,Sports,Badminton,Nivia,PROD813019,NIV-BAD-275,26800.64,1,10,2680.06,24120.58,5,1206.03,25326.61,Credit Card,0,,Overnight,66.11,6,Shipped,0,,0,Bangalore WH,SEL1977,4.6,4.6,1472,1
ORD013573,2022-10-11,Oct,Q4,2022,CUST31995,J.K,65+,F,Homemaker,Inactive,2021,Gurugram,Rajasthan,408503,Tier 2,Amazon India,App-iOS,Paid Ad,Grocery,Organic,Amul,PROD445694,AMU-ORG-449,35221.7,4,45,63399.06,77487.74,12,9298.53,86786.27,Buy Now Pay Later,0,,Same Day,0,7,Shipped,0,,0,Kolkata WH,SEL5849,4.0,4.1,3483,0
ORD013574,2023-09-08,Sep,Q3,2023,CUST43422,F.E,25-34,F,Self-Employed,New,2021,Nagpur,Tamil Nadu,489925,Tier 2,Amazon India,Desktop,Organic Search,Electronics,Speakers,Samsung,PROD685272,SAM-SPE-396,55261.58,1,40,22104.63,33156.95,28,9283.95,42440.9,EMI,12,,Free Shipping,0,7,Delivered,0,,0,Hyderabad WH,SEL8609,4.4,3.0,4920,1
ORD013575,2022-11-28,Nov,Q4,2022,CUST11371,N.K,18-24,M,Salaried,Regular,2016,Chandigarh,Karnataka,756333,Tier 2,Ajio,Desktop,Influencer,Automotive,Tools,Michelin,PROD366385,MIC-TOO-755,73006.64,1,4,2920.27,70086.37,18,12615.55,82701.92,UPI,0,,Free Shipping,122.31,6,Delivered,0,,0,Kolkata WH,SEL9692,3.6,3.9,418,1
ORD013576,2023-11-21,Nov,Q4,2023,CUST89004,I.N,45-54,F,Retired,Premium,2019,Indore,Delhi,723057,Tier 2,Meesho,Mobile,Referral,Books,Biography,Bloomsbury,PROD961586,BLO-BIO-827,5017.67,3,2,301.06,14751.95,28,4130.55,18882.5,Debit Card,0,,Standard,109.42,4,Processing,0,,0,Mumbai WH,SEL1899,3.1,3.2,737,0
ORD013577,2022-04-19,Apr,Q2,2022,CUST77435,F.P,55-64,M,Retired,VIP,2015,Bangalore,Gujarat,710372,Tier 1,JioMart,Tablet,Email,Sports,Cycling,MRF,PROD222136,MRF-CYC-550,7801.02,5,47,18332.4,20672.7,18,3721.09,24393.79,UPI,0,,Express,0,9,Refunded,1,Wrong Item,20333.86,Mumbai WH,SEL4128,4.8,2.9,2067,1
ORD013578,2022-01-05,Jan,Q1,2022,CUST58939,B.F,35-44,M,Retired,New,2017,Indore,West Bengal,595020,Tier 2,Meesho,App-iOS,Paid Ad,Grocery,Dairy,Haldirams,PROD267181,HAL-DAI-993,53371.75,4,31,66180.97,147306.03,12,17676.72,164982.75,EMI,6,,Overnight,0,1,Delivered,0,,0,Kolkata WH,SEL5499,4.2,4.7,3760,0
ORD013579,2023-11-19,Nov,Q4,2023,CUST61179,E.Z,18-24,F,Self-Employed,VIP,2022,Bhopal,Uttar Pradesh,677317,Tier 3,Myntra,Tablet,Organic Search,Beauty & Health,Supplements,Dove,PROD575024,DOV-SUP-734,5393.62,2,11,1186.6,9600.64,5,480.03,10080.67,Wallet,0,,Express,51.62,6,Delivered,0,,0,Chennai WH,SEL1417,4.8,4.4,1312,0
ORD013580,2022-04-05,Apr,Q2,2022,CUST58105,W.R,25-34,F,Self-Employed,Premium,2016,Kochi,Gujarat,603758,Tier 2,JioMart,App-Android,Influencer,Fashion,Men Clothing,W,PROD316358,W-MEN-279,78030.52,1,46,35894.04,42136.48,5,2106.82,44243.3,EMI,3,,Standard,0,1,Processing,0,,0,Hyderabad WH,SEL6868,4.4,3.7,2131,1
ORD013581,2023-07-12,Jul,Q3,2023,CUST28795,Q.P,55-64,M,Self-Employed,New,2017,Nagpur,Haryana,310879,Tier 2,Flipkart,App-Android,Paid Ad,Toys & Games,Board Games,Funskool,PROD667205,FUN-BOA-467,56400.46,4,30,67680.55,157921.29,28,44217.96,202139.25,Wallet,0,Google Pay,Standard,0,9,Delivered,0,,0,Mumbai WH,SEL2455,3.9,3.8,696,1
ORD013582,2023-05-04,May,Q2,2023,CUST82048,B.B,35-44,M,Self-Employed,VIP,2016,Ahmedabad,Kerala,146908,Tier 1,Flipkart,Desktop,Email,Fashion,Ethnic Wear,Biba,PROD644960,BIB-ETH-778,46685.58,1,21,9803.97,36881.61,18,6638.69,43520.3,UPI,0,,Express,0,8,Delivered,0,,0,Delhi WH,SEL6530,3.7,3.1,4363,1
ORD013583,2022-11-09,Nov,Q4,2022,CUST93812,Q.C,55-64,F,Retired,New,2018,Surat,Punjab,402225,Tier 2,Amazon India,Desktop,Influencer,Sports,Football,SG,PROD142801,SG-FOO-135,89034.74,4,38,135332.8,220806.16,28,61825.72,282631.88,Cash on Delivery,0,,Same Day,0,7,Shipped,0,,0,Mumbai WH,SEL4848,3.7,2.7,2841,1
ORD013584,2022-12-25,Dec,Q4,2022,CUST36418,X.W,25-34,M,Salaried,Premium,2016,Kochi,Tamil Nadu,159686,Tier 2,Meesho,Tablet,Paid Ad,Fashion,Men Clothing,Zara,PROD587087,ZAR-MEN-742,33934.01,1,23,7804.82,26129.19,18,4703.25,30832.44,UPI,0,,Express,0,2,Delivered,0,,0,Hyderabad WH,SEL8288,3.3,2.5,2548,1
ORD013585,2022-09-29,Sep,Q3,2022,CUST62675,O.J,35-44,F,Retired,New,2021,Kochi,Delhi,541677,Tier 2,Flipkart,App-Android,Influencer,Furniture,Shelves,Wipro,PROD168635,WIP-SHE-762,27705.5,1,7,1939.38,25766.12,5,1288.31,27054.43,Debit Card,0,,Standard,133.1,4,Shipped,0,,0,Mumbai WH,SEL9383,3.5,4.1,3036,0
ORD013586,2022-06-05,Jun,Q2,2022,CUST14924,D.V,18-24,F,Salaried,Regular,2021,Lucknow,Karnataka,736853,Tier 2,JioMart,App-Android,Influencer,Fashion,Sportswear,Myntra,PROD564615,MYN-SPO-863,43318.82,2,41,35521.43,51116.21,12,6133.95,57250.16,Buy Now Pay Later,0,,Overnight,0,9,Delivered,0,,0,Bangalore WH,SEL9449,4.4,4.4,1095,1
ORD013587,2023-06-29,Jun,Q2,2023,CUST61555,H.W,45-54,M,Business Owner,New,2022,Gurugram,Maharashtra,480601,Tier 2,Snapdeal,Mobile,Referral,Automotive,Electronics,Bosch,PROD697332,BOS-ELE-842,68652.29,5,17,58354.45,284907.0,18,51283.26,336190.26,Credit Card,0,,Overnight,126.4,8,Delivered,0,,0,Kolkata WH,SEL3131,4.9,2.9,4210,0
ORD013588,2022-11-02,Nov,Q4,2022,CUST84388,T.Y,45-54,M,Homemaker,Regular,2022,Lucknow,Haryana,273187,Tier 2,Flipkart,Tablet,Organic Search,Sports,Running,Nivia,PROD856293,NIV-RUN-217,30672.0,2,38,23310.72,38033.28,28,10649.32,48682.6,Debit Card,0,,Free Shipping,0,8,Delivered,0,,0,Mumbai WH,SEL4003,4.2,2.5,1806,1
ORD013589,2022-07-11,Jul,Q3,2022,CUST69690,W.C,18-24,M,Salaried,New,2017,Hyderabad,Kerala,667661,Tier 1,Snapdeal,App-Android,Email,Electronics,Cameras,Apple,PROD291247,APP-CAM-264,25495.89,5,28,35694.25,91785.2,5,4589.26,96374.46,UPI,0,,Free Shipping,0,6,Shipped,0,,0,Kolkata WH,SEL6278,3.6,3.3,4386,0
ORD013590,2023-04-08,Apr,Q2,2023,CUST66288,R.C,65+,M,Student,Premium,2021,Surat,Karnataka,554371,Tier 2,Ajio,Tablet,Social Media,Grocery,Snacks,Fortune,PROD622392,FOR-SNA-594,72836.3,4,47,136932.24,154412.96,28,43235.63,197648.59,Credit Card,0,,Standard,0,2,Delivered,0,,0,Hyderabad WH,SEL2212,3.9,4.6,1134,1
ORD013591,2022-08-27,Aug,Q3,2022,CUST71806,Q.B,35-44,M,Self-Employed,New,2018,Delhi,West Bengal,113875,Tier 1,Nykaa,App-Android,Paid Ad,Home & Kitchen,Storage,Hawkins,PROD810247,HAW-STO-110,38428.13,3,46,53030.82,62253.57,12,7470.43,69724.0,Net Banking,0,,Same Day,0,10,Delivered,0,,0,Hyderabad WH,SEL9056,3.6,3.5,2321,0
ORD013592,2022-12-05,Dec,Q4,2022,CUST28203,V.D,45-54,F,Student,New,2019,Indore,Bihar,570019,Tier 2,Amazon India,Tablet,Email,Electronics,Laptops,Realme,PROD823767,REA-LAP-624,26857.87,4,20,21486.3,85945.18,28,24064.65,110009.83,Buy Now Pay Later,0,,Express,0,8,Processing,0,,0,Hyderabad WH,SEL7678,3.2,4.8,2948,0
ORD013593,2023-04-01,Apr,Q2,2023,CUST94880,V.U,55-64,F,Salaried,Regular,2017,Noida,Maharashtra,686150,Tier 2,Snapdeal,Tablet,Direct,Sports,Badminton,MRF,PROD545751,MRF-BAD-707,83797.51,5,45,188544.4,230443.15,18,41479.77,271922.92,EMI,3,,Express,0,1,Returned,1,Defective,261031.03,Chennai WH,SEL8656,3.3,4.6,3637,1
ORD013594,2023-04-24,Apr,Q2,2023,CUST75804,U.K,25-34,M,Student,Regular,2021,Visakhapatnam,Maharashtra,257527,Tier 2,Nykaa,App-Android,Direct,Sports,Yoga,Decathlon,PROD505041,DEC-YOG-620,20312.09,5,21,21327.69,80232.76,28,22465.17,102697.93,Net Banking,0,,Overnight,0,6,Delivered,0,,0,Kolkata WH,SEL4621,3.0,2.5,996,1
ORD013595,2022-10-06,Oct,Q4,2022,CUST60370,M.T,18-24,F,Self-Employed,VIP,2019,Visakhapatnam,Rajasthan,330117,Tier 2,Meesho,Mobile,Referral,Automotive,Care Products,Steelbird,PROD728403,STE-CAR-116,42922.16,3,50,64383.24,64383.24,28,18027.31,82410.55,Net Banking,0,,Standard,0,6,Delivered,0,,0,Delhi WH,SEL8490,3.9,3.6,2433,0
ORD013596,2022-07-29,Jul,Q3,2022,CUST34748,L.U,55-64,M,Student,Premium,2019,Noida,Delhi,259823,Tier 2,Myntra,App-Android,Social Media,Furniture,Sofa,Durian,PROD408476,DUR-SOF-574,80046.01,2,3,4802.76,155289.26,28,43480.99,198770.25,Net Banking,0,,Free Shipping,23.03,5,Delivered,0,,0,Kolkata WH,SEL9484,3.5,3.1,1064,0
ORD013597,2023-05-20,May,Q2,2023,CUST77944,M.X,35-44,M,Student,New,2016,Indore,Haryana,575149,Tier 2,Nykaa,Tablet,Referral,Home & Kitchen,Decor,IFB,PROD956965,IFB-DEC-497,41115.66,1,34,13979.32,27136.34,28,7598.18,34734.52,Debit Card,0,,Free Shipping,0,10,Delivered,0,,0,Kolkata WH,SEL9585,3.4,3.5,4197,1
ORD013598,2022-10-12,Oct,Q4,2022,CUST28119,D.P,65+,M,Salaried,Regular,2015,Jaipur,Kerala,439537,Tier 2,Nykaa,App-iOS,Organic Search,Automotive,Care Products,JBM,PROD351915,JBM-CAR-821,54317.91,4,13,28245.31,189026.33,12,22683.16,211709.49,Wallet,0,Amazon Pay,Overnight,133.88,1,Delivered,0,,0,Delhi WH,SEL1632,4.4,3.4,3795,1
ORD013599,2022-11-04,Nov,Q4,2022,CUST83969,X.P,18-24,M,Self-Employed,Regular,2023,Gurugram,Delhi,142492,Tier 2,JioMart,Mobile,Influencer,Sports,Cricket,Reebok,PROD231793,REE-CRI-504,31852.37,3,8,7644.57,87912.54,28,24615.51,112528.05,EMI,0,,Same Day,34.7,7,Processing,0,,0,Kolkata WH,SEL5113,3.6,4.7,3835,1
ORD013600,2022-11-15,Nov,Q4,2022,CUST53533,V.J,65+,F,Self-Employed,New,2017,Visakhapatnam,Karnataka,153863,Tier 2,JioMart,Desktop,Referral,Grocery,Bakery,Aashirvaad,PROD300860,AAS-BAK-922,62474.88,3,41,76844.1,110580.54,5,5529.03,116109.57,Net Banking,0,,Free Shipping,0,9,Delivered,0,,0,Mumbai WH,SEL4377,4.9,3.2,1445,1
ORD013601,2023-03-18,Mar,Q1,2023,CUST70564,Y.D,25-34,M,Retired,Regular,2023,Bhopal,Telangana,687872,Tier 3,Nykaa,App-iOS,Organic Search,Electronics,Speakers,Apple,PROD532574,APP-SPE-992,14003.89,5,23,16104.47,53914.98,18,9704.7,63619.68,Wallet,0,Mobikwik,Same Day,0,1,Delivered,0,,0,Bangalore WH,SEL9807,4.1,2.9,830,0
ORD013602,2022-05-07,May,Q2,2022,CUST45469,K.V,55-64,F,Salaried,Premium,2017,Ahmedabad,Punjab,466367,Tier 1,Snapdeal,Mobile,Social Media,Home & Kitchen,Storage,Bosch,PROD405818,BOS-STO-617,57943.04,5,9,26074.37,263640.83,12,31636.9,295277.73,Cash on Delivery,0,,Overnight,96.0,2,Delivered,0,,0,Mumbai WH,SEL9492,4.8,3.0,2921,1
ORD013603,2023-12-22,Dec,Q4,2023,CUST84422,K.G,55-64,F,Homemaker,Regular,2019,Kochi,Bihar,140218,Tier 2,Ajio,Mobile,Social Media,Grocery,Beverages,Haldirams,PROD406400,HAL-BEV-234,19444.22,3,8,4666.61,53666.05,18,9659.89,63325.94,Credit Card,0,,Standard,188.38,10,Delivered,0,,0,Bangalore WH,SEL7119,3.1,4.3,1602,0
ORD013604,2023-10-20,Oct,Q4,2023,CUST89023,T.E,65+,M,Self-Employed,Premium,2015,Chandigarh,Bihar,505029,Tier 2,Amazon India,Tablet,Organic Search,Fashion,Accessories,Myntra,PROD659995,MYN-ACC-250,18547.38,5,4,3709.48,89027.42,12,10683.29,99710.71,Credit Card,0,,Standard,185.11,7,Delivered,0,,0,Hyderabad WH,SEL1054,3.8,4.9,3099,0
ORD013605,2022-01-08,Jan,Q1,2022,CUST81548,T.T,45-54,F,Salaried,Inactive,2018,Bhopal,Rajasthan,532257,Tier 3,Snapdeal,Tablet,Influencer,Beauty & Health,Fragrances,Loreal,PROD841669,LOR-FRA-139,89744.13,2,40,71795.3,107692.96,18,19384.73,127077.69,Buy Now Pay Later,0,,Standard,0,1,Delivered,0,,0,Delhi WH,SEL7544,3.2,4.3,2116,0
ORD013606,2023-09-21,Sep,Q3,2023,CUST14812,A.H,55-64,M,Self-Employed,Inactive,2017,Mumbai,Haryana,723858,Tier 1,JioMart,Desktop,Referral,Books,Science,Penguin,PROD436525,PEN-SCI-364,17685.94,1,37,6543.8,11142.14,18,2005.59,13147.73,Cash on Delivery,0,,Express,0,4,Shipped,0,,0,Chennai WH,SEL1097,4.1,3.5,1445,1
ORD013607,2023-10-27,Oct,Q4,2023,CUST63722,X.N,18-24,F,Student,New,2020,Lucknow,Maharashtra,189058,Tier 2,Amazon India,Mobile,Direct,Home & Kitchen,Appliances,Hawkins,PROD732372,HAW-APP-307,60381.36,3,9,16302.97,164841.11,28,46155.51,210996.62,Net Banking,0,,Free Shipping,71.8,6,Delivered,0,,0,Chennai WH,SEL9178,3.0,2.9,3877,1
ORD013608,2022-04-03,Apr,Q2,2022,CUST73707,J.R,18-24,F,Salaried,Premium,2021,Patna,Telangana,488577,Tier 3,Flipkart,Tablet,Referral,Furniture,Beds,Pepperfry,PROD556948,PEP-BED-166,72024.49,4,21,60500.57,227597.39,12,27311.69,254909.08,Cash on Delivery,0,,Express,0,3,Delivered,0,,0,Delhi WH,SEL1022,3.5,2.6,2279,1
ORD013609,2022-08-26,Aug,Q3,2022,CUST54371,L.F,35-44,F,Homemaker,Inactive,2021,Gurugram,Rajasthan,224024,Tier 2,Amazon India,App-Android,Influencer,Electronics,Speakers,Samsung,PROD914197,SAM-SPE-748,69301.9,3,16,33264.91,174640.79,12,20956.89,195597.68,Cash on Delivery,0,,Free Shipping,193.73,7,Processing,0,,0,Chennai WH,SEL9458,4.5,2.9,4033,1
ORD013610,2022-04-26,Apr,Q2,2022,CUST78906,G.G,55-64,F,Student,Premium,2020,Gurugram,West Bengal,450113,Tier 2,JioMart,Mobile,Social Media,Home & Kitchen,Storage,IFB,PROD994287,IFB-STO-470,36871.64,1,10,3687.16,33184.48,18,5973.21,39157.69,Cash on Delivery,0,,Standard,98.89,6,Cancelled,0,,0,Bangalore WH,SEL9605,4.2,3.8,1161,1
ORD013611,2023-11-14,Nov,Q4,2023,CUST62336,F.H,35-44,M,Homemaker,New,2021,Chandigarh,Telangana,592094,Tier 2,Flipkart,App-iOS,Referral,Grocery,Snacks,Tata,PROD595685,TAT-SNA-849,48568.19,4,25,48568.19,145704.57,5,7285.23,152989.8,EMI,9,,Overnight,0,3,Processing,0,,0,Kolkata WH,SEL5116,3.7,4.6,1048,1
ORD013612,2023-07-15,Jul,Q3,2023,CUST48540,X.O,18-24,M,Homemaker,Premium,2020,Chennai,West Bengal,252836,Tier 1,JioMart,App-iOS,Social Media,Grocery,Snacks,Amul,PROD882933,AMU-SNA-117,17838.04,2,39,13913.67,21762.41,18,3917.23,25679.64,EMI,0,,Free Shipping,0,3,Delivered,0,,0,Kolkata WH,SEL1481,5.0,4.8,4495,0
ORD013613,2023-04-04,Apr,Q2,2023,CUST40453,O.H,65+,M,Student,New,2023,Indore,Haryana,641773,Tier 2,Ajio,App-iOS,Email,Furniture,Sofa,Urban Ladder,PROD163749,URB-SOF-824,51858.92,1,28,14520.5,37338.42,5,1866.92,39205.34,Cash on Delivery,0,,Same Day,0,3,Delivered,0,,0,Delhi WH,SEL4677,4.2,2.9,1818,0
ORD013614,2023-01-20,Jan,Q1,2023,CUST81925,E.D,25-34,F,Homemaker,VIP,2015,Chennai,Tamil Nadu,187422,Tier 1,Snapdeal,Tablet,Social Media,Sports,Running,SG,PROD221366,SG-RUN-583,75596.31,5,0,0.0,377981.55,28,105834.83,483816.38,EMI,3,,Free Shipping,52.59,5,Delivered,0,,0,Bangalore WH,SEL7703,3.3,4.0,1901,0
ORD013615,2022-08-07,Aug,Q3,2022,CUST42161,N.L,65+,M,Business Owner,Regular,2022,Surat,West Bengal,707659,Tier 2,Nykaa,App-iOS,Paid Ad,Home & Kitchen,Bedding,Philips,PROD236894,PHI-BED-632,69011.65,3,38,78673.28,128361.67,5,6418.08,134779.75,EMI,3,,Express,0,6,Shipped,0,,0,Bangalore WH,SEL6854,3.7,3.7,880,0
ORD013616,2023-07-25,Jul,Q3,2023,CUST94161,O.M,25-34,M,Homemaker,Premium,2023,Delhi,Madhya Pradesh,386957,Tier 1,JioMart,Desktop,Direct,Automotive,Electronics,Vega,PROD523166,VEG-ELE-752,36574.91,3,24,26333.94,83390.79,28,23349.42,106740.21,Debit Card,0,,Same Day,0,10,Delivered,0,,0,Hyderabad WH,SEL8198,3.2,3.5,1145,0
ORD013617,2022-03-15,Mar,Q1,2022,CUST73473,F.V,25-34,M,Business Owner,VIP,2021,Nagpur,Rajasthan,683973,Tier 2,Flipkart,Mobile,Referral,Beauty & Health,Ayurvedic,Nykaa,PROD180738,NYK-AYU-281,23015.01,5,33,37974.77,77100.28,18,13878.05,90978.33,Net Banking,0,,Express,0,10,Cancelled,0,,0,Kolkata WH,SEL8534,3.6,4.4,4614,0
ORD013618,2023-04-13,Apr,Q2,2023,CUST17390,F.K,35-44,F,Self-Employed,New,2020,Jaipur,Telangana,591835,Tier 2,Flipkart,App-Android,Direct,Sports,Badminton,MRF,PROD969312,MRF-BAD-812,52795.32,3,6,9503.16,148882.8,18,26798.9,175681.7,Cash on Delivery,0,,Express,89.06,10,Processing,0,,0,Bangalore WH,SEL9509,4.8,4.3,2976,0
ORD013619,2023-12-02,Dec,Q4,2023,CUST11730,O.Z,25-34,M,Salaried,Inactive,2022,Jaipur,Madhya Pradesh,412207,Tier 2,Myntra,Tablet,Social Media,Beauty & Health,Personal Care,Biotique,PROD148614,BIO-PER-128,82529.95,2,31,51168.57,113891.33,12,13666.96,127558.29,EMI,0,,Overnight,0,7,Delivered,0,,0,Hyderabad WH,SEL1288,5.0,2.6,4576,0
ORD013620,2023-12-07,Dec,Q4,2023,CUST70802,L.W,35-44,F,Retired,Regular,2023,Nagpur,Haryana,556225,Tier 2,Snapdeal,Desktop,Influencer,Grocery,Organic,Aashirvaad,PROD200280,AAS-ORG-201,35418.02,2,41,29042.78,41793.26,18,7522.79,49316.05,Net Banking,0,,Express,0,9,Delivered,0,,0,Kolkata WH,SEL8049,4.4,4.8,4912,0
ORD013621,2022-08-06,Aug,Q3,2022,CUST48482,R.A,18-24,F,Retired,VIP,2019,Kochi,Gujarat,178086,Tier 2,Myntra,Mobile,Email,Electronics,Cameras,Boat,PROD183784,BOA-CAM-352,39292.89,3,30,35363.6,82515.07,28,23104.22,105619.29,Wallet,0,PhonePe,Free Shipping,0,2,Processing,0,,0,Mumbai WH,SEL8321,4.7,3.0,4346,1
ORD013622,2023-12-08,Dec,Q4,2023,CUST79008,B.V,45-54,F,Student,New,2023,Lucknow,Tamil Nadu,234095,Tier 2,Amazon India,App-Android,Paid Ad,Automotive,Electronics,Minda,PROD220074,MIN-ELE-360,78444.52,2,37,58048.94,98840.1,5,4942.01,103782.11,Cash on Delivery,0,,Free Shipping,0,9,Delivered,0,,0,Kolkata WH,SEL3471,3.3,4.8,4709,0
ORD013623,2023-07-14,Jul,Q3,2023,CUST46102,K.U,45-54,M,Student,New,2016,Nagpur,Tamil Nadu,426067,Tier 2,Myntra,Tablet,Influencer,Home & Kitchen,Bedding,Prestige,PROD176336,PRE-BED-331,84114.01,2,15,25234.2,142993.82,12,17159.26,160153.08,Credit Card,0,,Overnight,41.71,6,Delivered,0,,0,Chennai WH,SEL1789,3.6,4.0,3059,1
ORD013624,2023-07-20,Jul,Q3,2023,CUST97691,O.B,55-64,M,Self-Employed,Regular,2023,Lucknow,Gujarat,377635,Tier 2,Snapdeal,App-Android,Referral,Home & Kitchen,Cleaning,Philips,PROD345952,PHI-CLE-575,56026.3,5,28,78436.82,201694.68,12,24203.36,225898.04,Buy Now Pay Later,0,,Express,0,6,Cancelled,0,,0,Kolkata WH,SEL8693,3.2,3.2,839,0
ORD013625,2023-04-02,Apr,Q2,2023,CUST81687,J.L,65+,M,Student,New,2017,Noida,Rajasthan,738885,Tier 2,Flipkart,Tablet,Direct,Beauty & Health,Fragrances,Lakme,PROD900139,LAK-FRA-616,7860.24,3,8,1886.46,21694.26,18,3904.97,25599.23,Buy Now Pay Later,0,,Overnight,67.14,8,Delivered,0,,0,Bangalore WH,SEL5698,3.8,3.2,3599,0
ORD013626,2023-03-30,Mar,Q1,2023,CUST56328,N.F,65+,M,Salaried,Premium,2016,Hyderabad,Karnataka,302026,Tier 1,Amazon India,Desktop,Referral,Electronics,TV,Boat,PROD840855,BOA-TV-823,4722.75,1,8,377.82,4344.93,18,782.09,5127.02,Buy Now Pay Later,0,,Standard,166.01,10,Cancelled,0,,0,Bangalore WH,SEL1022,4.9,4.0,3404,1
